click_id,date,order,country,session ID,page 1 (main category),page 2 (clothing model),colour,location,model photography,page,price,Clicked
13165,2024-04-07,6,9,1904,2.0,B1,4,1,1,1,54.0,1
13166,2024-04-07,7,9,1904,2.0,B5,14,2,2,1,48.0,0
13167,2024-04-07,8,9,1904,3.0,C11,7,4,1,1,38.0,0
13168,2024-04-07,1,9,1905,1.0,A2,3,1,1,1,44.0,0
13169,2024-04-07,2,9,1905,1.0,A1,8,1,1,1,36.0,0
13170,2024-04-07,3,9,1905,1.0,A3,3,1,1,1,62.0,0
13171,2024-04-07,4,9,1905,1.0,A16,1,6,1,1,54.0,0
13172,2024-04-07,5,9,1905,2.0,B4,10,2,1,1,34.0,0
13173,2024-04-07,6,9,1905,2.0,B10,2,4,1,1,47.0,0
13174,2024-04-07,1,16,1906,1.0,A16,1,6,1,1,41.0,1
13175,2024-04-07,2,16,1906,1.0,A33,1,5,1,2,40.0,0
13176,2024-04-07,3,16,1906,1.0,A21,1,1,1,2,54.0,0
13177,2024-04-07,1,29,1907,3.0,C7,13,3,1,1,33.0,0
13178,2024-04-07,1,29,1908,2.0,B6,2,2,1,1,40.0,1
13179,2024-04-07,2,29,1908,3.0,C25,2,3,1,2,39.0,1
13180,2024-04-07,3,29,1908,3.0,C25,2,3,1,2,35.0,1
13181,2024-04-07,1,41,1909,2.0,B32,6,5,1,2,38.0,0
13182,2024-04-07,1,9,1910,1.0,A32,2,5,1,2,34.0,0
13183,2024-04-07,2,9,1910,1.0,A34,2,6,1,2,40.0,0
13184,2024-04-07,3,9,1910,1.0,A32,2,5,1,2,33.0,0
13185,2024-04-07,4,9,1910,1.0,A32,2,5,1,2,33.0,0
13186,2024-04-07,5,9,1910,1.0,A32,2,5,1,2,44.0,1
13187,2024-04-07,1,29,1911,1.0,A4,3,2,2,1,42.0,0
13188,2024-04-07,2,29,1911,1.0,A4,3,2,2,1,45.0,0
13189,2024-04-07,3,29,1911,1.0,A4,3,2,2,1,38.0,1
13190,2024-04-07,4,29,1911,1.0,A15,14,5,2,1,43.0,0
13191,2024-04-07,5,29,1911,1.0,A17,2,6,1,1,67.0,0
13192,2024-04-07,6,29,1911,1.0,A33,1,5,1,2,36.0,0
13193,2024-04-07,7,29,1911,4.0,P3,2,1,1,1,40.0,1
13194,2024-04-07,8,29,1911,4.0,P25,2,3,2,2,47.0,1
13195,2024-04-07,9,29,1911,4.0,P35,4,6,1,2,36.0,1
13196,2024-04-07,10,29,1911,4.0,P39,14,1,1,3,45.0,1
13197,2024-04-07,11,29,1911,4.0,P2,3,1,1,1,51.0,1
13198,2024-04-07,12,29,1911,2.0,B4,10,2,1,1,51.0,1
13199,2024-04-07,13,29,1911,2.0,B10,2,4,1,1,54.0,0
13200,2024-04-07,14,29,1911,2.0,B26,13,3,1,2,9.0,0
13201,2024-04-07,15,29,1911,3.0,C20,13,1,2,2,41.0,0
13202,2024-04-07,16,29,1911,1.0,A4,3,2,2,1,36.0,0
13203,2024-04-07,1,29,1912,1.0,A2,3,1,1,1,44.0,1
13204,2024-04-07,2,29,1912,1.0,A10,3,4,1,1,35.0,1
13205,2024-04-07,3,29,1912,1.0,A6,3,2,1,1,50.0,0
13206,2024-04-07,4,29,1912,1.0,A11,3,4,1,1,47.0,1
13207,2024-04-07,5,29,1912,1.0,A3,3,1,1,1,56.0,0
13208,2024-04-07,6,29,1912,1.0,A4,3,2,2,1,50.0,0
13209,2024-04-07,7,29,1912,3.0,C5,11,2,1,1,42.0,0
13210,2024-04-07,8,29,1912,3.0,C17,14,6,1,1,48.0,0
13211,2024-04-07,9,29,1912,3.0,C16,13,6,1,1,36.0,0
13212,2024-04-07,10,29,1912,3.0,C46,2,4,1,3,37.0,0
13213,2024-04-07,11,29,1912,3.0,C44,14,3,1,3,51.0,0
13214,2024-04-07,12,29,1912,3.0,C42,7,2,1,3,35.0,0
13215,2024-04-07,13,29,1912,2.0,B11,2,4,1,1,50.0,0
13216,2024-04-07,14,29,1912,4.0,P46,14,4,1,3,41.0,0
13217,2024-04-07,15,29,1912,4.0,P1,3,1,1,1,49.0,1
13218,2024-04-07,1,29,1913,1.0,A15,14,5,2,1,38.0,0
13219,2024-04-07,2,29,1913,1.0,A31,6,5,2,2,50.0,1
13220,2024-04-07,3,29,1913,1.0,A28,1,4,2,2,36.0,0
13221,2024-04-07,4,29,1913,4.0,P5,3,2,1,1,33.0,1
13222,2024-04-07,1,29,1914,1.0,A7,3,3,1,1,57.0,1
13223,2024-04-07,2,29,1914,1.0,A26,2,3,1,2,34.0,0
13224,2024-04-07,1,29,1915,2.0,B3,12,1,1,1,52.0,0
13225,2024-04-07,2,29,1915,2.0,B11,2,4,1,1,54.0,1
13226,2024-04-07,3,29,1915,2.0,,9,5,1,1,45.0,0
13227,2024-04-07,4,29,1915,2.0,B24,11,2,1,2,59.0,1
13228,2024-04-07,5,29,1915,2.0,B23,7,2,1,2,49.0,1
13229,2024-04-07,6,29,1915,3.0,,9,5,2,3,30.0,1
13230,2024-04-07,7,29,1915,4.0,,9,5,1,2,6.0,1
13231,2024-04-07,8,29,1915,2.0,B23,7,2,1,2,49.0,0
13232,2024-04-07,1,29,1916,2.0,B23,7,2,1,2,41.0,0
13233,2024-04-07,2,29,1916,2.0,B21,12,1,1,2,52.0,0
13234,2024-04-07,3,29,1916,2.0,,9,5,1,1,45.0,1
13235,2024-04-07,1,24,1917,1.0,A9,3,3,1,1,67.0,0
13236,2024-04-07,2,24,1917,2.0,B2,3,1,2,1,49.0,0
13237,2024-04-07,1,24,1918,3.0,,9,5,2,3,35.0,0
13238,2024-04-07,1,29,1919,4.0,P2,3,1,1,1,27.0,1
13239,2024-04-07,1,29,1920,4.0,P14,2,5,2,1,32.0,0
13240,2024-04-07,2,29,1920,2.0,B19,13,1,1,2,40.0,0
13241,2024-04-07,3,29,1920,2.0,,9,5,1,2,46.0,0
13242,2024-04-07,4,29,1920,3.0,C30,2,4,2,2,34.0,0
13243,2024-04-07,1,29,1921,4.0,P15,4,5,2,1,51.0,0
13244,2024-04-07,2,29,1921,4.0,P6,2,2,1,1,38.0,0
13245,2024-04-07,3,29,1921,3.0,C4,4,2,1,1,38.0,0
13246,2024-04-07,4,29,1921,2.0,B8,4,3,2,1,44.0,0
13247,2024-04-07,5,29,1921,3.0,C4,4,2,1,1,58.0,1
13248,2024-04-07,6,29,1921,4.0,P6,2,2,1,1,44.0,1
13249,2024-04-07,1,9,1922,2.0,B28,9,4,1,2,40.0,0
13250,2024-04-07,1,9,1923,1.0,A10,3,4,1,1,43.0,1
13251,2024-04-07,1,9,1924,2.0,B15,9,5,1,1,36.0,0
13252,2024-04-07,1,9,1925,3.0,C5,11,2,1,1,36.0,1
13253,2024-04-07,1,3,1926,1.0,A4,3,2,2,1,40.0,0
13254,2024-04-07,1,29,1927,4.0,P12,4,4,1,1,41.0,0
13255,2024-04-07,2,29,1927,2.0,,9,5,1,1,46.0,0
13256,2024-04-07,3,29,1927,3.0,,9,5,1,1,37.0,0
13257,2024-04-07,4,29,1927,3.0,,9,5,1,1,39.0,0
13258,2024-04-07,5,29,1927,2.0,,9,5,1,1,34.0,1
13259,2024-04-07,6,29,1927,4.0,P17,2,6,2,1,39.0,1
13260,2024-04-07,7,29,1927,4.0,P1,3,1,1,1,36.0,1
13261,2024-04-07,1,9,1928,1.0,A15,14,5,2,1,38.0,0
13262,2024-04-07,2,9,1928,1.0,A21,1,1,1,2,42.0,0
13263,2024-04-07,3,9,1928,1.0,A31,6,5,2,2,49.0,0
13264,2024-04-07,4,9,1928,2.0,B16,12,6,1,1,55.0,0
13265,2024-04-07,5,9,1928,2.0,B1,4,1,1,1,50.0,1
13266,2024-04-07,6,9,1928,2.0,B26,13,3,1,2,51.0,0
13267,2024-04-07,1,9,1929,1.0,A12,2,4,1,1,49.0,1
13268,2024-04-07,2,9,1929,1.0,A5,3,2,1,1,43.0,1
13269,2024-04-07,3,9,1929,1.0,A10,3,4,1,1,45.0,0
13270,2024-04-07,4,9,1929,1.0,A12,2,4,1,1,44.0,0
13271,2024-04-07,5,9,1929,2.0,B4,10,2,1,1,57.0,0
13272,2024-04-07,6,9,1929,1.0,A12,2,4,1,1,32.0,1
13273,2024-04-07,7,9,1929,1.0,A5,3,2,1,1,50.0,0
13274,2024-04-07,8,9,1929,1.0,A12,2,4,1,1,32.0,0
13275,2024-04-07,9,9,1929,1.0,A11,3,4,1,1,49.0,0
13276,2024-04-07,10,9,1929,1.0,A2,3,1,1,1,41.0,0
13277,2024-04-07,11,9,1929,1.0,A5,3,2,1,1,47.0,1
13278,2024-04-07,12,9,1929,1.0,A10,3,4,1,1,45.0,0
13279,2024-04-07,13,9,1929,1.0,A5,3,2,1,1,53.0,0
13280,2024-04-07,14,9,1929,1.0,A3,3,1,1,1,64.0,0
13281,2024-04-07,15,9,1929,1.0,A5,3,2,1,1,42.0,0
13282,2024-04-07,16,9,1929,1.0,A8,3,3,1,1,60.0,1
13283,2024-04-07,1,9,1930,1.0,A13,1,5,1,1,30.0,0
13284,2024-04-07,1,29,1931,2.0,B10,2,4,1,1,55.0,0
13285,2024-04-07,2,29,1931,2.0,B4,10,2,1,1,48.0,0
13286,2024-04-07,3,29,1931,3.0,C8,2,3,2,1,47.0,0
13287,2024-04-07,4,29,1931,3.0,C4,4,2,1,1,52.0,0
13288,2024-04-07,5,29,1931,3.0,C7,13,3,1,1,61.0,0
13289,2024-04-07,6,29,1931,1.0,A18,4,6,1,1,49.0,0
13290,2024-04-07,1,29,1932,4.0,P60,14,2,1,4,35.0,1
13291,2024-04-07,2,29,1932,3.0,C2,12,1,1,1,42.0,1
13292,2024-04-07,3,29,1932,3.0,C11,7,4,1,1,35.0,0
13293,2024-04-07,4,29,1932,3.0,C7,13,3,1,1,38.0,1
13294,2024-04-07,5,29,1932,2.0,B7,6,3,1,1,56.0,1
13295,2024-04-07,6,29,1932,1.0,A16,1,6,1,1,43.0,1
13296,2024-04-07,7,29,1932,1.0,A3,3,1,1,1,54.0,1
13297,2024-04-07,8,29,1932,4.0,P6,2,2,1,1,52.0,0
13298,2024-04-07,1,29,1933,3.0,C10,9,4,2,1,40.0,0
13299,2024-04-07,2,29,1933,3.0,C8,2,3,2,1,55.0,1
13300,2024-04-07,1,29,1934,1.0,A2,3,1,1,1,44.0,0
13301,2024-04-07,2,29,1934,4.0,P1,3,1,1,1,43.0,0
13302,2024-04-07,3,29,1934,4.0,P61,1,3,2,4,28.0,1
13303,2024-04-07,4,29,1934,4.0,P62,12,3,2,4,36.0,1
13304,2024-04-07,5,29,1934,4.0,P71,2,6,2,4,26.0,1
13305,2024-04-07,6,29,1934,4.0,P73,11,1,2,5,35.0,0
13306,2024-04-07,1,29,1935,1.0,A31,6,5,2,2,55.0,0
13307,2024-04-07,2,29,1935,1.0,A29,2,4,1,2,62.0,0
13308,2024-04-07,3,29,1935,3.0,C12,14,4,1,1,46.0,1
13309,2024-04-07,4,29,1935,2.0,B12,2,4,1,1,30.0,0
13310,2024-04-07,5,29,1935,2.0,B13,12,5,2,1,59.0,0
13311,2024-04-07,6,29,1935,2.0,,9,5,1,1,34.0,1
13312,2024-04-07,7,29,1935,2.0,B14,2,5,1,1,49.0,0
13313,2024-04-07,8,29,1935,2.0,B3,12,1,1,1,40.0,1
13314,2024-04-07,1,24,1936,3.0,C50,9,5,2,3,34.0,0
13315,2024-04-07,2,24,1936,3.0,C51,6,5,1,3,37.0,0
13316,2024-04-07,3,24,1936,3.0,C49,4,5,2,3,1980.0,0
13317,2024-04-07,4,24,1936,3.0,,9,5,2,3,39.0,0
13318,2024-04-07,5,24,1936,3.0,C51,6,5,1,3,29.0,1
13319,2024-04-07,1,24,1937,2.0,B4,10,2,1,1,45.0,0
13320,2024-04-07,1,9,1938,1.0,A8,3,3,1,1,63.0,0
13321,2024-04-07,1,29,1939,4.0,P11,4,4,2,1,46.0,1
13322,2024-04-07,2,29,1939,4.0,P12,4,4,1,1,42.0,1
13323,2024-04-07,3,29,1939,4.0,P20,7,1,1,2,27.0,0
13324,2024-04-07,4,29,1939,4.0,P42,6,2,2,3,31.0,1
13325,2024-04-07,5,29,1939,4.0,P51,9,5,1,3,41.0,0
13326,2024-04-07,6,29,1939,3.0,C7,13,3,1,1,49.0,1
13327,2024-04-07,7,29,1939,3.0,,9,5,1,1,44.0,0
13328,2024-04-07,8,29,1939,3.0,C59,5,2,2,4,45.0,0
13329,2024-04-07,1,29,1940,2.0,B13,12,5,2,1,54.0,0
13330,2024-04-07,2,29,1940,2.0,B13,12,5,2,1,44.0,0
13331,2024-04-07,3,29,1940,2.0,B14,2,5,1,1,43.0,0
13332,2024-04-07,1,29,1941,4.0,P6,2,2,1,1,52.0,1
13333,2024-04-07,1,29,1942,4.0,P15,4,5,2,1,36.0,1
13334,2024-04-07,2,29,1942,3.0,C5,11,2,1,1,45.0,0
13335,2024-04-07,3,29,1942,3.0,,9,6,1,2,45.0,0
13336,2024-04-07,4,29,1942,3.0,C30,2,4,2,2,29.0,0
13337,2024-04-07,5,29,1942,3.0,C36,14,6,1,2,44.0,0
13338,2024-04-07,6,29,1942,3.0,C21,14,1,1,2,53.0,1
13339,2024-04-07,7,29,1942,3.0,,9,5,2,3,34.0,0
13340,2024-04-07,8,29,1942,3.0,C53,14,6,1,3,52.0,0
13341,2024-04-07,9,29,1942,3.0,C48,6,4,1,3,28.0,0
13342,2024-04-07,10,29,1942,3.0,C57,5,1,2,4,37.0,0
13343,2024-04-07,11,29,1942,3.0,C57,5,1,2,4,30.0,0
13344,2024-04-07,12,29,1942,4.0,P7,4,3,2,1,33.0,1
13345,2024-04-07,13,29,1942,1.0,A9,3,3,1,1,57.0,0
13346,2024-04-07,14,29,1942,1.0,A11,3,4,1,1,62.0,1
13347,2024-04-07,15,29,1942,1.0,A11,3,4,1,1,49.0,0
13348,2024-04-07,1,29,1943,3.0,C3,6,1,2,1,28.0,1
13349,2024-04-07,1,29,1944,2.0,B24,11,2,1,2,51.0,0
13350,2024-04-07,2,29,1944,4.0,P26,4,3,1,2,41.0,1
13351,2024-04-07,3,29,1944,4.0,P50,6,5,2,3,41.0,0
13352,2024-04-07,4,29,1944,4.0,P82,6,4,2,5,45.0,0
13353,2024-04-07,5,29,1944,4.0,P23,6,2,2,2,36.0,1
13354,2024-04-07,1,29,1945,4.0,P3,2,1,1,1,50.0,1
13355,2024-04-07,2,29,1945,4.0,P20,7,1,1,2,28.0,1
13356,2024-04-07,1,29,1946,4.0,P1,3,1,1,1,44.0,0
13357,2024-04-07,2,29,1946,4.0,P1,3,1,1,1,45.0,0
13358,2024-04-07,3,29,1946,4.0,P3,2,1,1,1,45.0,1
13359,2024-04-07,4,29,1946,4.0,P4,4,2,1,1,46.0,0
13360,2024-04-07,5,29,1946,4.0,P7,4,3,2,1,39.0,1
13361,2024-04-07,6,29,1946,4.0,P8,2,3,1,1,31.0,0
13362,2024-04-07,7,29,1946,4.0,P10,4,4,2,1,39.0,1
13363,2024-04-07,8,29,1946,4.0,P14,2,5,2,1,42.0,1
13364,2024-04-07,9,29,1946,4.0,P16,7,6,1,1,42.0,1
13365,2024-04-07,10,29,1946,4.0,,9,5,1,2,43.0,1
13366,2024-04-07,11,29,1946,4.0,P37,2,1,1,3,47.0,0
13367,2024-04-07,12,29,1946,4.0,P75,7,1,1,5,40.0,0
13368,2024-04-07,13,29,1946,4.0,P37,2,1,1,3,37.0,0
13369,2024-04-07,14,29,1946,4.0,P82,6,4,2,5,37.0,0
13370,2024-04-07,15,29,1946,4.0,P59,2,2,2,4,35.0,0
13371,2024-04-07,16,29,1946,4.0,P3,2,1,1,1,48.0,1
13372,2024-04-07,17,29,1946,4.0,P3,2,1,1,1,52.0,0
13373,2024-04-07,18,29,1946,4.0,P16,7,6,1,1,35.0,0
13374,2024-04-07,19,29,1946,4.0,P38,9,1,1,3,30.0,1
13375,2024-04-07,20,29,1946,4.0,P39,14,1,1,3,31.0,1
13376,2024-04-07,21,29,1946,4.0,P45,9,3,1,3,47.0,0
13377,2024-04-07,22,29,1946,4.0,P46,14,4,1,3,32.0,0
13378,2024-04-07,23,29,1946,4.0,P46,14,4,1,3,45.0,1
13379,2024-04-07,24,29,1946,4.0,P48,9,4,2,3,50.0,0
13380,2024-04-07,25,29,1946,4.0,P50,6,5,2,3,43.0,1
13381,2024-04-07,26,29,1946,4.0,P53,2,6,2,3,36.0,0
13382,2024-04-07,27,29,1946,4.0,P57,4,1,1,4,37.0,0
13383,2024-04-07,28,29,1946,4.0,P58,9,2,2,4,35.0,0
13384,2024-04-07,29,29,1946,4.0,P59,2,2,2,4,45.0,0
13385,2024-04-07,30,29,1946,4.0,P59,2,2,2,4,39.0,0
13386,2024-04-07,31,29,1946,4.0,P70,6,6,2,4,52.0,0
13387,2024-04-07,32,29,1946,4.0,P73,11,1,2,5,38.0,1
13388,2024-04-07,33,29,1946,4.0,P74,12,1,2,5,45.0,0
13389,2024-04-07,34,29,1946,4.0,P71,2,6,2,4,37.0,1
13390,2024-04-07,35,29,1946,4.0,P75,7,1,1,5,49.0,0
13391,2024-04-07,36,29,1946,4.0,P75,7,1,1,5,33.0,0
13392,2024-04-07,37,29,1946,1.0,A12,2,4,1,1,42.0,1
13393,2024-04-07,38,29,1946,3.0,C56,6,1,2,4,51.0,0
13394,2024-04-07,1,9,1947,1.0,A32,2,5,1,2,52.0,0
13395,2024-04-07,2,9,1947,1.0,A32,2,5,1,2,37.0,0
13396,2024-04-07,3,9,1947,3.0,C9,6,3,1,1,50.0,0
13397,2024-04-07,4,9,1947,3.0,C56,6,1,2,4,58.0,0
13398,2024-04-07,1,29,1948,4.0,P6,2,2,1,1,37.0,1
13399,2024-04-07,2,29,1948,4.0,P29,5,4,2,2,41.0,0
13400,2024-04-07,3,29,1948,4.0,,9,5,1,2,32.0,1
13401,2024-04-07,4,29,1948,4.0,P34,9,6,2,2,50.0,1
13402,2024-04-07,5,29,1948,4.0,P65,9,4,2,4,42.0,0
13403,2024-04-07,6,29,1948,4.0,P61,1,3,2,4,43.0,1
13404,2024-04-07,7,29,1948,4.0,P82,6,4,2,5,51.0,0
13405,2024-04-07,8,29,1948,4.0,P82,6,4,2,5,39.0,0
13406,2024-04-07,1,29,1949,4.0,,9,5,1,2,54.0,0
13407,2024-04-07,2,29,1949,4.0,P60,14,2,1,4,34.0,0
13408,2024-04-07,3,29,1949,4.0,P68,2,5,2,4,35.0,0
13409,2024-04-07,4,29,1949,4.0,P82,6,4,2,5,40.0,0
13410,2024-04-07,5,29,1949,4.0,P8,2,3,1,1,39.0,1
13411,2024-04-07,6,29,1949,4.0,P8,2,3,1,1,48.0,1
13412,2024-04-07,7,29,1949,4.0,P8,2,3,1,1,33.0,0
13413,2024-04-07,8,29,1949,4.0,P1,3,1,1,1,45.0,0
13414,2024-04-07,9,29,1949,4.0,P1,3,1,1,1,46.0,1
13415,2024-04-07,10,29,1949,3.0,C29,6,4,2,2,53.0,0
13416,2024-04-07,11,29,1949,3.0,C39,6,1,1,3,55.0,1
13417,2024-04-07,12,29,1949,3.0,C40,14,2,2,3,46.0,0
13418,2024-04-07,13,29,1949,3.0,C50,9,5,2,3,37.0,0
13419,2024-04-07,14,29,1949,3.0,C50,9,5,2,3,31.0,0
13420,2024-04-07,15,29,1949,3.0,C5,11,2,1,1,39.0,0
13421,2024-04-07,16,29,1949,2.0,B27,2,3,1,2,40.0,1
13422,2024-04-07,17,29,1949,1.0,A8,3,3,1,1,52.0,1
13423,2024-04-07,18,29,1949,1.0,A31,6,5,2,2,59.0,0
13424,2024-04-07,1,9,1950,1.0,A17,2,6,1,1,45.0,1
13425,2024-04-07,2,9,1950,1.0,A11,3,4,1,1,52.0,1
13426,2024-04-07,3,9,1950,3.0,C10,9,4,2,1,32.0,0
13427,2024-04-07,1,9,1951,2.0,B16,12,6,1,1,39.0,1
13428,2024-04-07,2,9,1951,2.0,B6,2,2,1,1,48.0,1
13429,2024-04-07,3,9,1951,3.0,C7,13,3,1,1,53.0,1
13430,2024-04-07,1,24,1952,2.0,B4,10,2,1,1,48.0,0
13431,2024-04-07,1,9,1953,1.0,A7,3,3,1,1,37.0,0
13432,2024-04-07,1,29,1954,1.0,A1,8,1,1,1,44.0,1
13433,2024-04-07,2,29,1954,1.0,A2,3,1,1,1,1.0,1
13434,2024-04-07,1,29,1955,1.0,A2,3,1,1,1,46.0,1
13435,2024-04-07,2,29,1955,1.0,A3,3,1,1,1,52.0,0
13436,2024-04-07,3,29,1955,1.0,A4,3,2,2,1,42.0,0
13437,2024-04-07,4,29,1955,1.0,A5,3,2,1,1,55.0,1
13438,2024-04-07,5,29,1955,1.0,A6,3,2,1,1,35.0,1
13439,2024-04-07,6,29,1955,1.0,A7,3,3,1,1,37.0,1
13440,2024-04-07,7,29,1955,1.0,A8,3,3,1,1,51.0,1
13441,2024-04-07,8,29,1955,1.0,A9,3,3,1,1,61.0,0
13442,2024-04-07,9,29,1955,1.0,A10,3,4,1,1,37.0,0
13443,2024-04-07,10,29,1955,1.0,A11,3,4,1,1,55.0,0
13444,2024-04-07,11,29,1955,1.0,A12,2,4,1,1,45.0,0
13445,2024-04-07,12,29,1955,1.0,A13,1,5,1,1,40.0,0
13446,2024-04-07,13,29,1955,1.0,A17,2,6,1,1,59.0,0
13447,2024-04-07,14,29,1955,1.0,A18,4,6,1,1,40.0,0
13448,2024-04-07,15,29,1955,1.0,A18,4,6,1,1,49.0,0
13449,2024-04-07,16,29,1955,1.0,A20,2,1,2,2,42.0,1
13450,2024-04-07,17,29,1955,1.0,A22,4,2,1,2,42.0,0
13451,2024-04-07,18,29,1955,1.0,A26,2,3,1,2,38.0,1
13452,2024-04-07,19,29,1955,1.0,A29,2,4,1,2,50.0,1
13453,2024-04-07,20,29,1955,1.0,A32,2,5,1,2,33.0,0
13454,2024-04-07,21,29,1955,1.0,A34,2,6,1,2,46.0,0
13455,2024-04-07,22,29,1955,1.0,A37,2,1,1,3,52.0,0
13456,2024-04-07,23,29,1955,1.0,A42,6,2,1,3,22.0,0
13457,2024-04-07,24,29,1955,2.0,B2,3,1,2,1,37.0,1
13458,2024-04-07,25,29,1955,2.0,B4,10,2,1,1,36.0,0
13459,2024-04-07,26,29,1955,2.0,B10,2,4,1,1,56.0,0
13460,2024-04-07,27,29,1955,2.0,B14,2,5,1,1,57.0,0
13461,2024-04-07,28,29,1955,2.0,B17,6,6,2,1,43.0,0
13462,2024-04-07,29,29,1955,2.0,B19,13,1,1,2,42.0,0
13463,2024-04-07,30,29,1955,2.0,B20,8,1,1,2,37.0,1
13464,2024-04-07,31,29,1955,2.0,B21,12,1,1,2,45.0,0
13465,2024-04-07,32,29,1955,2.0,B22,2,2,1,2,67.0,0
13466,2024-04-07,33,29,1955,2.0,B24,11,2,1,2,51.0,0
13467,2024-04-07,34,29,1955,2.0,B25,6,3,1,2,42.0,0
13468,2024-04-07,35,29,1955,2.0,B26,13,3,1,2,56.0,1
13469,2024-04-07,36,29,1955,2.0,B27,2,3,1,2,52.0,0
13470,2024-04-07,37,29,1955,2.0,B32,6,5,1,2,42.0,0
13471,2024-04-07,38,29,1955,2.0,B34,2,6,1,2,50.0,0
13472,2024-04-07,39,29,1955,3.0,C1,4,1,2,1,41.0,0
13473,2024-04-07,40,29,1955,3.0,C3,6,1,2,1,37.0,1
13474,2024-04-07,41,29,1955,3.0,C7,13,3,1,1,38.0,0
13475,2024-04-07,42,29,1955,3.0,C8,2,3,2,1,49.0,0
13476,2024-04-07,43,29,1955,3.0,C9,6,3,1,1,48.0,0
13477,2024-04-07,44,29,1955,3.0,C15,6,5,1,1,42.0,0
13478,2024-04-07,45,29,1955,3.0,C16,13,6,1,1,31.0,0
13479,2024-04-07,46,29,1955,3.0,C19,12,1,1,2,40.0,0
13480,2024-04-07,47,29,1955,3.0,C20,13,1,2,2,38.0,1
13481,2024-04-07,48,29,1955,3.0,C21,14,1,1,2,51.0,0
13482,2024-04-07,49,29,1955,3.0,C24,12,2,1,2,36.0,0
13483,2024-04-07,50,29,1955,3.0,C26,14,3,1,2,37.0,0
13484,2024-04-07,51,29,1955,3.0,C28,2,4,2,2,47.0,1
13485,2024-04-07,52,29,1955,3.0,C29,6,4,2,2,50.0,1
13486,2024-04-07,53,29,1955,3.0,C33,14,5,1,2,47.0,1
13487,2024-04-07,54,29,1955,3.0,C36,14,6,1,2,42.0,1
13488,2024-04-07,55,29,1955,3.0,C37,2,1,1,3,41.0,0
13489,2024-04-07,56,29,1955,3.0,C40,14,2,2,3,38.0,0
13490,2024-04-07,57,29,1955,3.0,C42,7,2,1,3,35.0,0
13491,2024-04-07,58,29,1955,3.0,C46,2,4,1,3,38.0,1
13492,2024-04-07,59,29,1955,3.0,C48,6,4,1,3,49.0,0
13493,2024-04-07,60,29,1955,3.0,C49,4,5,2,3,35.0,0
13494,2024-04-07,61,29,1955,3.0,C51,6,5,1,3,24.0,0
13495,2024-04-07,62,29,1955,3.0,C53,14,6,1,3,33.0,1
13496,2024-04-07,63,29,1955,3.0,C54,14,6,1,3,42.0,0
13497,2024-04-07,64,29,1955,4.0,P8,2,3,1,1,29.0,1
13498,2024-04-07,65,29,1955,4.0,P14,2,5,2,1,47.0,1
13499,2024-04-07,66,29,1955,4.0,P17,2,6,2,1,48.0,0
13500,2024-04-07,67,29,1955,4.0,P1,3,1,1,1,40.0,1
13501,2024-04-07,68,29,1955,4.0,P18,2,6,1,1,39.0,0
13502,2024-04-07,69,29,1955,1.0,A12,2,4,1,1,44.0,0
13503,2024-04-07,70,29,1955,4.0,P3,2,1,1,1,44.0,1
13504,2024-04-07,71,29,1955,4.0,P8,2,3,1,1,45.0,1
13505,2024-04-07,72,29,1955,4.0,P14,2,5,2,1,33.0,1
13506,2024-04-07,1,9,1956,1.0,A5,3,2,1,1,46.0,0
13507,2024-04-07,2,9,1956,1.0,A11,3,4,1,1,57.0,0
13508,2024-04-07,3,9,1956,3.0,C8,2,3,2,1,41.0,1
13509,2024-04-07,1,29,1957,4.0,P2,3,1,1,1,43.0,1
13510,2024-04-07,2,29,1957,1.0,A15,14,5,2,1,32.0,0
13511,2024-04-07,3,29,1957,3.0,C2,12,1,1,1,44.0,0
13512,2024-04-07,1,9,1958,1.0,A1,8,1,1,1,35.0,1
13513,2024-04-07,2,9,1958,1.0,A2,3,1,1,1,36.0,0
13514,2024-04-07,3,9,1958,1.0,A4,3,2,2,1,47.0,0
13515,2024-04-07,4,9,1958,1.0,A6,3,2,1,1,45.0,1
13516,2024-04-07,5,9,1958,1.0,A7,3,3,1,1,49.0,1
13517,2024-04-07,6,9,1958,1.0,A8,3,3,1,1,43.0,1
13518,2024-04-07,7,9,1958,1.0,A19,12,1,2,2,36.0,0
13519,2024-04-07,8,9,1958,1.0,A32,2,5,1,2,38.0,0
13520,2024-04-07,9,9,1958,1.0,A41,4,2,1,3,46.0,0
13521,2024-04-07,10,9,1958,1.0,A41,4,2,1,3,41.0,0
13522,2024-04-07,11,9,1958,2.0,B3,12,1,1,1,38.0,0
13523,2024-04-07,12,9,1958,1.0,A9,3,3,1,1,61.0,0
13524,2024-04-07,13,9,1958,1.0,A8,3,3,1,1,58.0,0
13525,2024-04-07,14,9,1958,1.0,A5,3,2,1,1,46.0,1
13526,2024-04-07,15,9,1958,1.0,A3,3,1,1,1,63.0,0
13527,2024-04-07,16,9,1958,1.0,A4,3,2,2,1,31.0,0
13528,2024-04-07,1,29,1959,4.0,P20,7,1,1,2,28.0,1
13529,2024-04-07,2,29,1959,4.0,P60,14,2,1,4,30.0,0
13530,2024-04-07,3,29,1959,2.0,B10,2,4,1,1,51.0,0
13531,2024-04-07,4,29,1959,2.0,B16,12,6,1,1,57.0,0
13532,2024-04-07,5,29,1959,2.0,,9,5,1,2,47.0,0
